,id,created_at,text
0,1067195586598891520,2018-11-26 23:17:10,@pianogiordano thank god
1,1067194905427087360,2018-11-26 23:14:27,rt @jnotes317 my internal monologue on a daily basis https://t.co/ncbbdssqoj'
2,1067193566865383427,2018-11-26 23:09:08,@frangi @ninepocket xf0 x9f xa4 xa3 i want to use this for my tinder lmao
3,1067129226690813953,2018-11-26 18:53:28,@marissafarina it's at my house so you and britt need to come over and get it xf0 x9f xa4 xb7 xf0 x9f x8f xbb xe2 x80 x8d xe2 x99 x80 xef xb8 x8f
4,1066916135717748736,2018-11-26 04:46:43,xf0 x9f x98 x85 https://t.co/2bsdsavfcp'
5,1066914927296856065,2018-11-26 04:41:55,@vindecicco9 @realjhood xf0 x9f x99 x8b xf0 x9f x8f xbb xe2 x80 x8d xe2 x99 x80 xef xb8 x8f
6,1066903220784648197,2018-11-26 03:55:24,@vindecicco9 an evil entity that's no way to talk about @realjhood
7,1066902973761101824,2018-11-26 03:54:25,rt @iamstevent vibes for your sunday xf0 x9f x8e xb6 https://t.co/ictewq9uzs'
8,1066902898003623936,2018-11-26 03:54:07,@vindecicco9 i love you more come cuddle me
9,1066883149685248000,2018-11-26 02:35:39,i wonder how many more times i have to put myself out there and get my heart stomped on before i take the hint to s https://t.co/zw7jlxgri5'
10,1066879793172484101,2018-11-26 02:22:19,@imamandaschmidt excuse me two stranded braid
11,1066876345437904897,2018-11-26 02:08:37,i just choreographed a number using the directions of northwest and southeast so we're doing well and not tired at all
12,1066861542170341378,2018-11-26 01:09:47,@annierubiross @imamandaschmidt this was the funniest thing she's ever said omg
13,1066860560543899648,2018-11-26 01:05:53,rt @annierubiross i'm the bob saget but i want to be the john stamos @imamandaschmidt
14,1066494675186577408,2018-11-25 00:51:59,oh
15,1066470024280461312,2018-11-24 23:14:02,@thebxb @pianogiordano @imamandaschmidt did you see the others
16,1066448899601256449,2018-11-24 21:50:05,rickon stark do do do do do do do rickon stark do do do do do do do do rickon stark do do do do do do do rickon sta https://t.co/mpbkdiwztk'
17,1066439598044340224,2018-11-24 21:13:08,me to myself don't listen to n2n while you get ready for call you'll cry n n listens to deh instead xf0 x9f x99 x84 xf0 x9f x98 xad n ni'm a masochist
18,1066432307790311424,2018-11-24 20:44:10,@bendandsnapchat wonderful decision i'm so so proud
19,1066409245938237440,2018-11-24 19:12:31,https://t.co/v8qsflgpvb'
20,1066230768916209664,2018-11-24 07:23:19,rt @that70slife https://t.co/u1dnas1fpx'
21,1066227776485765120,2018-11-24 07:11:26,rt @salvulcano my grandma just called kevin mccallister's mom a bitch for forgetting him and said she's lucky she wasn't there or stuff wo
22,1066100626432684032,2018-11-23 22:46:11,@blackjack0523 @stephenking xf0 x9f xa4 xa3
23,1066100135321575424,2018-11-23 22:44:14,who's listening to the goodfellas soundtrack while she gets ready for call hint it's me
24,1066099629832454144,2018-11-23 22:42:13,@blackjack0523 @stephenking he said what he wanted hillary locked up for tom not that she was
25,1066080719133396992,2018-11-23 21:27:04,rt @cassandraluvvv me talking to platonic friends hi baby how are you i miss you so much and i love you a ton lil lovebug nme talking
26,1066013112694919168,2018-11-23 16:58:26,@therealalyrog loving me and keeping the secrets
27,1065805140911947776,2018-11-23 03:12:01,still really mad they changed what lovely grapes in the live action also still really mad that belle is not the only one in blue
28,1065791473243836416,2018-11-23 02:17:43,my sister just looked me in the eye and said wanna watch beauty and the beast and i've never been beamed harder with pride
29,1065769201707753473,2018-11-23 00:49:13,@mikeymarmann look at baby finn xf0 x9f x98 x8d xf0 x9f x98 x8d xf0 x9f x98 x8d
30,1065728825592565760,2018-11-22 22:08:46,underrated moment in hp movie history in hbp when the trinity is in the three broomsticks and runs into slughorn a https://t.co/i2v2om6lpt'
31,1065625465916977153,2018-11-22 15:18:04,@jnotes317 there was a guy in prom that i legitimately had to double take i thought it was you
32,1065430927076192256,2018-11-22 02:25:02,@jnotes317 jah lmao
