,id,created_at,text
0,1067041281317183489,2018-11-26 13:04:00,not a day goes by without missing her remembering how awful i felt on this day 14 years ago is so painful i feel https://t.co/rfrotbmtb5'
1,1066831300869402625,2018-11-25 23:09:37,few tears but managed to pick myself back up and watch some rubbish tv to unwind
2,1066802054759354370,2018-11-25 21:13:24,listening to benjamin britten's war requiem and sulking as i won't be in london when it is being performed by the https://t.co/ghmbleuzec
3,1066743375544631299,2018-11-25 17:20:14,feeling guilty for having a lazy morning afternoon now in the library panicking that i don't know enough anatomy https://t.co/mlm5gi3uca
4,1066730208873590786,2018-11-25 16:27:55,@themedicjournal my midwife wife is like this after a run of nights
5,1066730092792029185,2018-11-25 16:27:27,@cassiegunnis thank you xx
6,1066715909883072517,2018-11-25 15:31:06,anniversary of mum's death tomorrow bought flowers to have at home in the colour of her favourite flowers can't https://t.co/ffyuiu2gky
7,1066501554595930112,2018-11-25 01:19:19,a friend i don't speak to regularly just phoned me to speak about some difficulties they're going through because o https://t.co/haimpbffih
8,1066418649806893057,2018-11-24 19:49:53,@futuremdgirl you can do it just be yourself
9,1066418536606834693,2018-11-24 19:49:26,@aliabdaal i wouldn't have come across it without your videos though i really appreciate it
10,1066412084622180352,2018-11-24 19:23:48,@drnads77 oh no hoping your baby is doing better now how awful for you to have to deal with
11,1066405446486016000,2018-11-24 18:57:25,if i pass my year it will be completely thanks to @aliabdaal your spaced repetition and active recall strategy i https://t.co/2cxlchi0yy'
12,1066342555292495872,2018-11-24 14:47:31,using a new whole picture active recall technique enjoying it so far just did all we've done on asthma to date https://t.co/997pq10v3u'
13,1066329073922859008,2018-11-24 13:53:57,@clarkesince91 i prefer to spend the evenings more free library if i fancy it then if i have a weekend especially https://t.co/qv9dzupg1m'
14,1066325577752346625,2018-11-24 13:40:03,i always find it really bizarre that the library is like a ghost town on the weekends amp jam packed until 7pm in the https://t.co/u4j0m474az'
15,1066313489449459712,2018-11-24 12:52:01,@amateuradam @rainbownhsbadge can't wait for it to roll out at my hospital med school
16,1066313182422151168,2018-11-24 12:50:48,today one of my friends from the friendship group i had prior to falling out with 2 of them is getting married i w https://t.co/canqvk4y7z'
17,1066308230660395010,2018-11-24 12:31:07,@silv24 if it helps i'm 33 i'm at med school
18,1066295598633156608,2018-11-24 11:40:56,wife is away for the weekend time to spend a productive couple of days in the library studying at home
19,1066294182589997056,2018-11-24 11:35:18,rt @stephenhearns1 dr paramedic nurse student interested in prehospital care and helicopter retrieval medicine the helicopter medical ca
20,1066291632419610625,2018-11-24 11:25:10,@stefantigges @saspist love this
21,1066264303186120705,2018-11-24 09:36:34,@saspist @stefantigges thank you
22,1066134010307461120,2018-11-24 00:58:50,wife is going to see our daughter this weekend amp i have 2 whole days to get some studying done
23,1066132995160113152,2018-11-24 00:54:48,@usycool1 if i need appointments during uni time i tend to aim to put them in private study time in the middle of t https://t.co/keplgbjzpr'
24,1066132119783710721,2018-11-24 00:51:19,@emfoers i'm so sorry for your loss what a wonderful gift your mum has given those people i had my mum for 12 ex https://t.co/agp9hp2dnj'
25,1066131441606713347,2018-11-24 00:48:38,@cassiegunnis i'm so sorry
26,1066084098098282499,2018-11-23 21:40:30,@ahmedhankir it's as if you've written this tweet directly to me n nthank you
