,id,created_at,text
0,1067204366778724353,2018-11-26 23:52:03,rt @jogaq1999 #pixelart #isometric n #autumn trail xea xb3 xb5 xec x9b x90 xea xb8 xb8 https://t.co/m2tyj2bskf'
1,1067203950921859072,2018-11-26 23:50:24,rt @ga_soot xe7 xa7 x8b xe3 x81 x8b xe3 x82 x82 https://t.co/aac99zvvpq'
2,1067203931288346624,2018-11-26 23:50:19,rt @ga_soot isometric n #pixelart xe3 x83 x89 xe3 x83 x83 xe3 x83 x88 xe7 xb5 xb5 https://t.co/anowpt5blc'
3,1067203186547728384,2018-11-26 23:47:22,rt @agirlinthepark director of korea investment amp securities co said his daughter who's an army explained to him in 2016 how bts will be
4,1067182342912000000,2018-11-26 22:24:32,rt @sofiigrosso las otras 4 son lesbianas https://t.co/mklvhl5aqy'
5,1067181590739062784,2018-11-26 22:21:33,rt @hopeworldians bts don't interact https://t.co/nazj6aczhu'
6,1067180971320098816,2018-11-26 22:19:05,rt @jiminocturne i pray that whoever get this tattoo done is healing in their own way namjoon would be proud knowing that his music gives
7,1067180911794507777,2018-11-26 22:18:51,rt @chanei95 he is the slytherin https://t.co/xagmi6fmaw'
8,1067179898035494912,2018-11-26 22:14:49,rt @itskammy_g was y'all really expecting them to train the whole animal kingdom to sing https://t.co/v52dc8s1ul'
9,1067179016170418177,2018-11-26 22:11:19,rt @taejin_cypher i think it supposed to be a dad joke skit between 2seok and hobi blew it then taehyung tried to make jin feel better h
10,1067178332922527744,2018-11-26 22:08:36,rt @mskinkkong unmute it right now https://t.co/hknmpq1ae6'
11,1067176875791929345,2018-11-26 22:02:49,rt @lvpibai alguien tenia que ser sincero con los entrenadores pokemon que te encuentras por el juego n ngracias por esta obra de arte @dy
12,1067176590147289088,2018-11-26 22:01:40,@cafevmon leave them aloneee https://t.co/2g6vjzolwa'
13,1067176056224919553,2018-11-26 21:59:33,@wreckedbias97 https://t.co/upagjjl3ah'
14,1067175557329313792,2018-11-26 21:57:34,rt @bts_twt xec xb2 xad xec x86 x8c xea xb8 xb0 xeb xa5 xbc xec x97 xb4 xec x8b xac xed x9e x88 xeb x8f x8c xeb xa6 xac xea xb3 xa0 xea xb3 x84 xec x8b xa0 xed x98 xb8 xeb xb9 x84 xed x98 x95 n xeb xb0 xa9 xed x83 x84 xec x83 x9d xec x9d xbc xec x83 x81 http://t.co/sdehn6amnz'
15,1067175063286439936,2018-11-26 21:55:36,rt @kimvanadium jungkook said vminkooks never lose n nhttps t co httmldsref
16,1067172010160267265,2018-11-26 21:43:28,rt @vminthelast just bros being bros https://t.co/8mnislsoyy'
17,1067171421506494467,2018-11-26 21:41:08,rt @cryptidwon i usually scroll past astrology posts but whew https://t.co/njkck6gymc'
18,1067171294771318784,2018-11-26 21:40:38,rt @natnatart vas con la mentalidad de que una pareja no tiene por que durar para siempre pero una amistad s xc3 xad y pasas por alto cosas que s
19,1067170754360475650,2018-11-26 21:38:29,rt @namgistudio when jungkook doesn't get his banana milk https://t.co/exdfro38bp'
20,1067170579793543169,2018-11-26 21:37:47,rt @1995soulmates y'all think bangtan buys taehyung presents for both christmas and his birthday or they buy one gift and say it's for bot
21,1067170401850134529,2018-11-26 21:37:05,rt @drinksolapop niggas don't even know that acknowledging the bad in yourself is prolly the most integral part of being real that 100 p
22,1067170298905223169,2018-11-26 21:36:40,ggs cant dance snd thats the tea posing isnt dancing
23,1067170061780230146,2018-11-26 21:35:44,rt @ccabellobts she's talking about female progression in the same sentece she's using pussy as an insult ok then https://t.co/xrwqxzw89f
24,1067169478318989312,2018-11-26 21:33:25,rt @popcrave @bts_twt members suga and jin fulfill their promise of going fishing in korea in their adorable new photos xf0 x9f x8e xa3 https://t.co/9...'
25,1067169382969806853,2018-11-26 21:33:02,rt @buteracypher jimin has hard choreography that demands high stamina amp multiple comebacks per year to justify the fact that he gets brea
26,1067169316192354305,2018-11-26 21:32:46,rt @buteracypher if bts doesn't get a nom for best group at the bbmas next year after two 1 albums i'm gonna have a talk with billboard
27,1067169234436980736,2018-11-26 21:32:27,rt @buteracypher jimin a great performer that always gives his best leave him alone
28,1067099831582277635,2018-11-26 16:56:40,rt @j95vm hello we are bts https://t.co/grirydz19s'
29,1067099784790646784,2018-11-26 16:56:29,@ma_swirl no hes male
30,1067096340201725954,2018-11-26 16:42:47,rt @btswithhearts the pieces i ordered from an artist in the philippines have arrived they're so so beautiful n nif you're into universe
31,1067079165160157185,2018-11-26 15:34:33,rt @searrmarae the honey melanin was peeking through tae and joon are so cute xf0 x9f x98 x94 https://t.co/jqzqv2jwgj'
32,1067079076953944064,2018-11-26 15:34:11,rt @champagnemikee the other person losing feelings out of no where https://t.co/phjbmsaxih'
33,1067078805985157121,2018-11-26 15:33:07,rt @punkhazard_ imagine paying 400 to see this mess xf0 x9f x92 x80 xf0 x9f x92 x80 xf0 x9f x92 x80 https://t.co/vo3v70tt06'
34,1067078314454589442,2018-11-26 15:31:10,rt @jungoobanana were so powerful than even tannie has antis
35,1067077984740417536,2018-11-26 15:29:51,rt @twittermoments a photo of iconic bts duo yoonjin on a fishing trip has fans hooked https://t.co/rltyhuafkv'
36,1067076657037697024,2018-11-26 15:24:35,rt @tastyjeon thisbsrndnskdkdjjd jimin hurrying to hoseok who is fake crying and namjoons face https://t.co/nbjiemeywk'
37,1067075059418898438,2018-11-26 15:18:14,rt @taefying this video still gives me goosebumps he's rlly that intense n poweful woah nhttps t co fl9r9nn7l4
38,1067072830813163521,2018-11-26 15:09:22,rt @btsreignishere some fans were disturbed with these pics you know why cause bts called them out they told you how they feel and some
39,1067067089205321728,2018-11-26 14:46:33,rt @fleurjinnie retweet if you don't ship namjin because they are the parents figure of bts https://t.co/u1ty24nnx6'
40,1067066950638071808,2018-11-26 14:46:00,rt @umcornell lmao did i lie https://t.co/lrcfcufawn'
41,1067063863823216640,2018-11-26 14:33:44,rt @mrlopera xf0 x9f x87 xa9 xf0 x9f x87 xaa recomendable ha llegado todo perfecto n xf0 x9f x87 xa8 xf0 x9f x87 xb5 recomendable ha llegado todo perfecto n xf0 x9f x87 xae xf0 x9f x87 xb9 recomendable ha llegado todo perfect
42,1067063526659944448,2018-11-26 14:32:24,rt @btsbed unmute this for goosebumps https://t.co/lxcwhzehzy'
43,1067063299311833088,2018-11-26 14:31:30,rt @standxbrave xc2 xbfentonces vas a ir por la vida baj xc3 xa1ndole la ropa interior a todo el mundo para justificar tu transfobia o c xc3 xb3mo https
44,1067063209910304771,2018-11-26 14:31:08,rt @ho2seokjin y esa es otra raz xc3 xb3n porque tambien los odian tienen envidia de que no puedan superarlos olvidando que est xc3 xa1n por sus xc3 xaddolo
45,1067063179451207688,2018-11-26 14:31:01,rt @ho2seokjin bangtan tiene varios requisitos como para entrar en alguna categor xc3 xada y me parece mal que vengan a decir que todos los grupo
