,id,created_at,text
0,1066987606364217345,2018-11-26 09:30:43,holland 1945 tijuana 2018 https://t.co/uxdpjip3b4'
1,1066985657564782592,2018-11-26 09:22:59,@chuy_vuitton why am i analyzing neutral milk hotel lyrics for the 38484 time
2,1066966426974449664,2018-11-26 08:06:34,@jonnygeller @hellocookie @byrdleavell3 i can confirm my copies of at least three of these have been stolen but wh https://t.co/plcrqlfkes'
3,1066965025510703104,2018-11-26 08:00:59,in less than 24hrs @betoorourke will host his 2nd to last town hall in el paso this will be his first public appea https://t.co/y55cxpk1ih'
4,1066900169138958336,2018-11-26 03:43:17,i asked the @eastwoodtrooper players to take a picture together for me at the @915showcase draft they said sure b https://t.co/5zgaxajwhf'
5,1066848298554671105,2018-11-26 00:17:10,rt @epheraldpost check out the replay of the @915showcase draft galleries https://t.co/si1teq1yqu #txhsfb @ysletaisd @episdlive @soco
6,1066838028751036416,2018-11-25 23:36:21,another great @915showcase draft thanks to the hard work these guys put in and thank goodness for aldo for being m https://t.co/rdvhg7kan0'
7,1066633476114280449,2018-11-25 10:03:32,the last time i was at a #lsuvstamu game my texas hoodie was there to jinx the aggies tonight i just fell asleep https://t.co/s75u4ngy4t'
8,1066630588419977216,2018-11-25 09:52:03,@salgadophoto_ just waking up here is this a real score
9,1066630361508020225,2018-11-25 09:51:09,@curtiskfox_cbs danny is being so strong and such an advocate for his daughter i am amazed by his strength
10,1066507861725827072,2018-11-25 01:44:23,@colindeavertv she's sooo cuuute i'm dying
11,1066474255003439109,2018-11-24 23:30:51,@showtyme_33 i always want to buy one on the other side of the bridge it looks rad on you
12,1066466999297953792,2018-11-24 23:02:01,@vgescobar @gabaldonart now we just need to get some @gabaldonart on the capitol tree can we do that
13,1066442491434422272,2018-11-24 21:24:38,i'll see you gentlemen on the red carpet stop and say hello for our pre-draft red carpet show on @epheraldpost https://t.co/4moa2kvxbs'
14,1066440790702874624,2018-11-24 21:17:52,rt @savenegas1 our @ems_raiders community is in mourning after learning about the passing of one of our own from @esheight our love thou
15,1066439582462369793,2018-11-24 21:13:04,rt @sandraktsm update @eppolice arrested joel velazquez 24 for the hit amp run death of eastwood heights teacher amanda weyant nhttps t
16,1066439532726218752,2018-11-24 21:12:52,rt @curtiskfox_cbs police have made an arrest in the death of amanda ferguson weyant police say 24 year-old joel velazquez hit her on cin
17,1066169925763395584,2018-11-24 03:21:33,a live look at me just waiting for @datelinenbc to come on so i can get to sleep https://t.co/vbxty6ehog'
18,1066155690937335808,2018-11-24 02:24:59,rt @curtiskfox_cbs family and friends laid 100 sunflowers at the intersection where amanda mandy ferguson weyant was killed while crossi
19,1066151764569649153,2018-11-24 02:09:23,rt @library_ehes such a beautiful soul and person she will truly be missed xf0 x9f x99 x8f xf0 x9f x8f xbb xf0 x9f x92 x94 https://t.co/mtbzuccxnv'
20,1066147815615737856,2018-11-24 01:53:41,love to you genevieve thank you for being an advocate for who she was https://t.co/q1dvimusgj'
21,1066053688039432192,2018-11-23 19:39:40,mandy was e's gt teacher eastwood grad and my dad's best friends daughter to say this has crushed our spirits ove https://t.co/ei2eb3r178'
22,1066042191917723648,2018-11-23 18:53:59,@salgadophoto_ @betoorourke i believe he will absolutely do that for you sir
