,id,created_at,text
0,1064354289659928576,2018-11-19 03:06:52,need a girl that puts in work for those racks nyeah then she brings them back to dad
1,1062414506939183104,2018-11-13 18:38:51,rt @fallenkiing spiderman fighting jesus to get stan lee back https://t.co/off7swrddy'
2,1062414451196887040,2018-11-13 18:38:38,@hvmdaar that's the flash
3,1061451192054669312,2018-11-11 02:50:59,funny how a nigga says you're whack right after you wrote for him
4,1060742383741034497,2018-11-09 03:54:26,rt @ftpflame fans can ride the roller coaster while travis scott is performing legendary @trvisxx #astroworldtour xf0 x9f x8e xa0 https://t.co/lwrfp...'
5,1059243431334096896,2018-11-05 00:38:08,rt @proletariatitty me and god at the gates of heaven after i did everything except eat pork https://t.co/iyd1tidxzu'
6,1058503833360359424,2018-11-02 23:39:14,rt @alawi_2050 xd8 xa7 xd9 x84 xd9 x84 xd9 x8a xd9 x85 xd8 xa7 xd9 x84 xd9 x87 xd8 xaf xd8 xae xd9 x84 xd8 xa8 xd8 xa7 xd9 x84 xd9 x86 xd8 xa7 xd8 xb3 https://t.co/zerhtylkqh'
7,1057504988681986048,2018-10-31 05:30:11,rt @amonickk if a baby hands you a fake phone you better answer that shit
8,1055243144030310406,2018-10-24 23:42:25,@truemobaka @gomezsandra1018 nigga stfu i name dropped algerians on the album i ain't replying here
9,1055014356226850817,2018-10-24 08:33:18,i want a bitch that's bumping travis not russ
10,1055013766172151809,2018-10-24 08:30:57,xd8 xa7 xd9 x84 xd8 xb7 xd9 x81 xd9 x84 xd8 xa7 xd9 x84 xd9 x85 xd8 xb5 xd8 xb1 xd9 x8a xd8 xa7 xd8 xb0 xd9 x83 xd9 x8a xd8 xb7 xd9 x81 xd9 x84 xd9 x81 xd9 x8a xd8 xa7 xd9 x84 xd8 xb9 xd8 xa7 xd9 x84 xd9 x85 https://t.co/uqar5yqpwb'
11,1055013171201785856,2018-10-24 08:28:35,@gomezsandra1018 @truemobaka yes egyptian filipino couple like half of abu dhabi shit could work
12,1055011631929933825,2018-10-24 08:22:28,@gomezsandra1018 @truemobaka remember when we went to this store and acted like we're married and zuzu is our kid
13,1055010928423587842,2018-10-24 08:19:41,@gomezsandra1018 yes plz and can @truemobaka be the step brother that you don't like as much as your own son so you let me pick on him
