,id,created_at,text
0,1067205251856560128,2018-11-26 23:55:34,@karmadoll77 @lpfancorner and if it doesn't happen it doesn't happen not being able to see mike in concert isn't https://t.co/myxqwtc8jh'
1,1067201835973439492,2018-11-26 23:42:00,@lpfancorner i got lashed out at and told i was a privileged american by some chick from belgium and that sucked as https://t.co/rngz007ooj'
2,1067195718111281153,2018-11-26 23:17:41,@mikeshinoda i couldn't think of anyone who deserves it more than you you spend so much time interacting with us https://t.co/2mkfvtdbo2'
3,1067194571489230848,2018-11-26 23:13:08,@mari0velle @shinodasoda i'd be fine with that
4,1067194198632398848,2018-11-26 23:11:39,@mari0velle @shinodasoda what would she do with me lmao
5,1067194083360366595,2018-11-26 23:11:11,@mari0velle that's wayyyyy too long
6,1067193048432553984,2018-11-26 23:07:04,@shinodasoda @mari0velle it's almost christmas time so he's probably expecting packages in the mail anyway xf0 x9f xa4 xb7 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f
7,1067192523498622976,2018-11-26 23:04:59,@linkinparknglot you're an intelectual
8,1067192232514588673,2018-11-26 23:03:50,@mari0velle i don't see why not
9,1067192141540196352,2018-11-26 23:03:28,@mari0velle he hasn't been to la in the longest time i swear
10,1067191425660522497,2018-11-26 23:00:37,@mari0velle and more american shows too especially in cali
11,1067190472391753729,2018-11-26 22:56:50,@mikeshinoda https://t.co/ne5lsae7k4'
12,1067189777320108034,2018-11-26 22:54:04,please mike don't hurt my bank account anymore
13,1067188137095352321,2018-11-26 22:47:33,@mari0velle no but i will now
14,1067187670504349696,2018-11-26 22:45:42,@mari0velle those beautiful packets of noodles that cost 25 cents
15,1067187211811135490,2018-11-26 22:43:53,@mari0velle i can live off ramen
16,1067187024308961280,2018-11-26 22:43:08,@mikeshinoda #goingbrokeforshinoda https://t.co/8n1ujpgfx2'
17,1067186605948092417,2018-11-26 22:41:28,@mikeshinoda i've never been so happy about free shipping in my entire life
18,1067184429708263424,2018-11-26 22:32:50,@nelli33186084 i mean if they don't wanna do it then they don't gotta do it but i honestly don't see the point in https://t.co/s6jx8lgywy'
19,1067183940996423681,2018-11-26 22:30:53,you know what would be cool if we actually sold out the one arena date
20,1067177814565289984,2018-11-26 22:06:32,@bombalurina03 @outbreakpresnts cries in spanish
21,1067172941513846791,2018-11-26 21:47:11,@theshinodasquad @squishyshinoda @soleil444 @broodingananas so you seem like you're in the chris cult considering https://t.co/ekaif16exb'
22,1067170360070729728,2018-11-26 21:36:55,@theshinodasquad @squishyshinoda @soleil444 @broodingananas i never said you were right i just think arguing with you is pointless xf0 x9f xa4 xb7 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f
23,1067170166512017408,2018-11-26 21:36:09,@theshinodasquad @squishyshinoda @soleil444 @broodingananas @minervavasa it's actually not mike's problem mike isn https://t.co/7i1pc97cq0'
24,1067156798103261186,2018-11-26 20:43:02,@biuexogenesis it's okay i totally agree you guys should get more spread out tour dates so you guys don't have to https://t.co/cusyicskso'
25,1067152162604662784,2018-11-26 20:24:36,domestic shipping is free today https://t.co/s279vi8ajd'
26,1067150382076440576,2018-11-26 20:17:32,@linkinparkfob happy birthday
27,1067150067671404557,2018-11-26 20:16:17,@yours_phoebe68 i ask myself this everyday
28,1067149767577427970,2018-11-26 20:15:05,@mari0velle @karmadoll77 @bombalurina03 @theshinodasquad i wish i could've traveled to an lp show but i was too yo https://t.co/o0ta8h8zbs'
29,1067148894600073229,2018-11-26 20:11:37,@myangelchesterb it is what it is plus i'm working on a college degree while i'm here so it will be worth it in the long run xf0 x9f xa4 x9e
30,1067148240703901697,2018-11-26 20:09:01,@myangelchesterb living in a small town is a struggle tbh
31,1067147832249978886,2018-11-26 20:07:24,@mari0velle @karmadoll77 @bombalurina03 @theshinodasquad degrees over travel fees
32,1067147511792570381,2018-11-26 20:06:08,@myangelchesterb i wish buses ran around here but i'm pretty sure i have to drive like two hours to catch the nearest bus
33,1067147073856958464,2018-11-26 20:04:23,@karmadoll77 @bombalurina03 @mari0velle @theshinodasquad it's actually up to my school schedule and my bank account https://t.co/hqeq4qrli5'
34,1067146556879572993,2018-11-26 20:02:20,@laurenkayleija @bombalurina03 @mari0velle @theshinodasquad i'm 0 1 lmao
