,id,created_at,text
0,1054089352249311232,2018-10-21 19:17:40,rt @andrewnadeau0 me i just want to be in a meaningful relationship nbrain well a good substitute for that is eating an entire cheesecak
1,1054089148821397505,2018-10-21 19:16:51,@almightyblah https://t.co/yocjyto5qz'
2,1052375102321512448,2018-10-17 01:45:51,@almightyblah beautifully said sarah i am blessed with 2 beautiful children but also suffered the loss of 7 by mi https://t.co/unkmw0eatc'
3,1051605597542604800,2018-10-14 22:48:06,rt @notviking me what your biggest fear n ndate oh i'm incredibly arachnophobic n nme under breath you don't want spiders to get married
4,1051605443750096896,2018-10-14 22:47:30,rt @thetweetofgod just because jesus died for your sins doesn't mean you should keep committing them assholes
5,1043207151592906754,2018-09-21 18:35:41,rt @thepaulahunt a meth head pointedly offered me a breath mint n nif you're wondering how my day is going
6,1043206451752300544,2018-09-21 18:32:54,rt @tusoonshakur i'll carry on i guess but i'll be damned if i'm gonna keep calm
7,1043206182742241281,2018-09-21 18:31:50,rt @nappydolemite 4 out of 5 cats agree humans love waking up to an asshole in their face
8,1042735211992285184,2018-09-20 11:20:22,rt @strangelyliterl when a woman says this man raped me a long time ago we say but that was in the past when a girl says this bo
9,1042162370712399873,2018-09-18 21:24:06,rt @offbeatoliv me only god can judge me n ngod hoebag
10,1042161974375862274,2018-09-18 21:22:31,rt @mommajessiec 3yo i'm the boss n nme i know
11,1041407723785650177,2018-09-16 19:25:24,@kayeisnothere https://t.co/8ljanvikeo'
12,1041407543199842310,2018-09-16 19:24:41,rt @dgcomedy god made you a brunette yet you are now a blonde god gave you bad vision yet you fixed it with glasses god gave you crook
13,1035699796600864769,2018-09-01 01:24:08,rt @mollybackes depression commercials always talk about sadness but they never mention that sneaky symptom that everyone with depression
14,1035568126358945792,2018-08-31 16:40:55,rt @poutinesmoothie it's really disturbing how that bear family in those charmin commercials are so open with each other about shitting
15,1035567774930821120,2018-08-31 16:39:32,rt @meghaffer i'm sexy like pee when i sneeze sexy
16,1035567273900212226,2018-08-31 16:37:32,rt @andrewchamings wife watching the news some idiot tried to fight a squid at the aquarium n nme covered in ink maybe the squid was b
17,1035567229214052352,2018-08-31 16:37:22,rt @ashleyfrankly me what can i do to be prettier for next weekend n ngay friend don't eat hot wings or talk about weird shit n nme oka
18,1035567197836505088,2018-08-31 16:37:14,rt @albundyiskalel it's amazing how good a stranger on the internet can make you feel and how much of a piece of shit someone in your life
19,1033491516633829378,2018-08-25 23:09:13,rt @simsjoseph all clothing is unisex if you stop being a little bitch about it
20,1033490259605110786,2018-08-25 23:04:13,rt @drdeepasoni it's deeply disturbing that a few celebrities and a discredited scientist were able to start the runaway freight train tha
21,1032761446034276352,2018-08-23 22:48:11,rt @fatherwithtwins welcome to your 40s now you sing along to songs in the grocery store
22,1032760784617660417,2018-08-23 22:45:33,@frankiemacd we love you frankie forget about the trolls https://t.co/ugsrcvub87'
23,1032760527410421761,2018-08-23 22:44:32,rt @forkfrenzy if you want millennials to come to hooters put some real life owls in there this is not a joke tweet
24,1032056458689605632,2018-08-22 00:06:49,rt @anniethenanny1 shut up thighs you're fine n nme every time i wear corduroys
25,1032055353171750912,2018-08-22 00:02:25,@frankiemacd only good vibes frankie
26,1031716529044373505,2018-08-21 01:36:03,rt @thebeckyard apparently emotional support chicken nuggets are not a thing and l'm not allowed to bring them through airport securit
27,1031716167650607105,2018-08-21 01:34:37,rt @stevedutzy i hate when someone says you look better without glasses like ok deborah i m legally blind and unable to function witho
28,1030253336551931904,2018-08-17 00:41:51,@frankiemacd hi frankie keep up the good work
29,1030041679498301441,2018-08-16 10:40:48,rt @nappydolemite me i don t usually do things like this but n n makes a good decision
30,1030041099233058816,2018-08-16 10:38:29,rt @americangent69 dance like nobody is watching nsing like nobody is listening ntweet like you're an oversensitive drama queen stuck in h
31,1030040493315551232,2018-08-16 10:36:05,rt @misshavisham you know middle age has hit when someone calls out oh look at that hibiscus and you actually stop what you're doing
32,1029842292096622598,2018-08-15 21:28:30,rt @andrewchamings every single thing you've ever done and all the decisions you've made in life have led to the point where you are readi
33,1029840882550431744,2018-08-15 21:22:54,rt @ashleyfrankly me to my big gay friend we should snuggle n nhim omg why n nme we're both lonely and it's not sexual n nhim you're
