,id,created_at,text
0,1067160722885541899,2018-11-26 20:58:37,@exoriae my mom and 2 best friends are going with me but i appreciate it so so much xf0 x9f x92 x95
1,1067098207463923713,2018-11-26 16:50:13,@cdngirlinny same they both equally matter but girth over length always
2,1067096279430426625,2018-11-26 16:42:33,@cdngirlinny that's what i said but we were having a debate last night haha
3,1067093161296764935,2018-11-26 16:30:09,i'm just going to be a giant ball of anxiety until my doctors appointment thursday xf0 x9f x99 x82 i never really ask for myself https://t.co/4bmt8tc7wf'
4,1066976027702951936,2018-11-26 08:44:43,p sure this is in atlanta and if it's not i'll be damned but i'm so happy for yall xf0 x9f x98 x8d xf0 x9f x98 x8d https://t.co/2fy4b6cbbw'
5,1066974919781683202,2018-11-26 08:40:18,rt @iiovetonaenae the birds outside my window at 5 am https://t.co/5whntpanxd'
6,1066921465335828480,2018-11-26 05:07:54,rt @umcornell im not a catfish or anything but if u catch me on a rough day idk what to tell u sis https://t.co/il9y6bsrym'
7,1066900092505006080,2018-11-26 03:42:58,what's more important
8,1066896859812294656,2018-11-26 03:30:08,my friend is moving to atlanta in january for his job and he literally bought my ticket to help him move into his p https://t.co/sucxkyajrr'
9,1066896222416486400,2018-11-26 03:27:36,rt @meetanimals omg so sweet and cute xf0 x9f x98 xbb xf0 x9f x98 xbb xf0 x9f x98 xbb nhttps t co vihlcd 3z1e https://t.co/xe7v0ncmrc'
10,1066886300937216000,2018-11-26 02:48:10,rt @yourpapisanta i hope y'all find out if your man is cheating before you spend money on his christmas gift xf0 x9f x99 x8f xf0 x9f x8f xbc
11,1066838333907701762,2018-11-25 23:37:34,you're a catfish so let's start there xf0 x9f x98 x82 stealing my girl @jada__nicolle photos https://t.co/nlmyho7eih'
12,1066837452235657216,2018-11-25 23:34:04,rt @ceelu13 home for the holidays https://t.co/qddlusd1ao'
13,1066835950158979072,2018-11-25 23:28:06,rt @lowkeylean2 59 bruh https://t.co/aef3zgfbxk'
14,1066835381226622976,2018-11-25 23:25:50,rt @lowkeylean2 7 why do i have a penis https://t.co/yf4rtlxxfv'
15,1066835310057848833,2018-11-25 23:25:33,rt @lowkeylean2 4 this house is a nightmare climbs on top fridge https://t.co/kyncnhjlmb'
16,1066825641889288192,2018-11-25 22:47:08,let me get fat in peace pls
17,1066825545709703168,2018-11-25 22:46:45,i posted a snap with my cat where i put all my weight on my left leg so obviously it's going to look a little bett https://t.co/4rcoli2zfz'
18,1066824589026779138,2018-11-25 22:42:57,rt @chantrelladoody i wish i was pretty without makeup y'all natural bitches are lucky af
19,1066749125713117184,2018-11-25 17:43:05,rt @judith_ism starting to call taking a melatonin popping a tony
20,1066729356603678722,2018-11-25 16:24:32,rt @nonimsi men will surprise you https://t.co/bbyhmd7cqo'
21,1066713797430296577,2018-11-25 15:22:42,rt @fwflacko nobody n nan owl https://t.co/k0nqdpscmm'
22,1066713545151266816,2018-11-25 15:21:42,rt @hochalicious still working out some of the kinks but i think hochalicious industries has finally found a winner n ninvestors possibly
23,1066711432966938624,2018-11-25 15:13:18,rt @_uyuyuiii me walking past my mans roommates knowing they heard me yelling n harder harder 5min ago nhttps t co 1mmrjauryg
24,1066590812002287616,2018-11-25 07:14:00,rt @hikarusumu no nut november went from chill memes to fucking reporting all sex workers for tax evasion is this what happens when nig
25,1066558085865574405,2018-11-25 05:03:58,rt @bniceloco i refuse to let this video die out https://t.co/thqyurs4xi'
26,1066548496164184065,2018-11-25 04:25:51,really missing this kid xe2 x98 xb9 xef xb8 x8f https://t.co/rkpvrivdne'
27,1066521555528757249,2018-11-25 02:38:48,rt @asr1018 yeah heartbreak sucks but can we talk about taking a fire nude and having nobody to send it to so it just goes to die in your
28,1066512835042254848,2018-11-25 02:04:09,this hurt my soul xe2 x98 xb9 xef xb8 x8f https://t.co/14i6qfy3up'
29,1066507713507672065,2018-11-25 01:43:48,rt @plspeeaftersex dick just be tastin different when you in love that shit hit like fun dip
30,1066494436807446528,2018-11-25 00:51:02,@captain_pooter im fucking proud of you and i love you
31,1066494209757188096,2018-11-25 00:50:08,rt @captain_pooter @happimads https://t.co/t0mhl8wkn3'
32,1066494198076051456,2018-11-25 00:50:05,@captain_pooter i sound just like her its atrocious haha
33,1066491533153746944,2018-11-25 00:39:30,i have this really bad habit of talking like lola from big mouth when i'm being sarcastic and it needs to stop
34,1066451889242472449,2018-11-24 22:01:58,rt @bleacherreport i don't know if this kid signed up for this xf0 x9f x98 x82 https://t.co/3oqzbegcnn'
35,1066446512153079808,2018-11-24 21:40:36,rt @mikeweberjr i guarantee a win https://t.co/jkjmminrxl'
36,1066446307550744576,2018-11-24 21:39:47,rt @barstoolosu we're your daddy xf0 x9f x98 x88 @barstooluofm https://t.co/uhsvarmyku'
37,1066438752724238338,2018-11-24 21:09:46,another year baby xe2 x9d xa4 xef xb8 x8f never sweated once
38,1066435092539744256,2018-11-24 20:55:14,@benydg that would be a dream but sadly we don't but i'm enjoying this game
39,1066434968031817728,2018-11-24 20:54:44,rt @devinglass13 xe2 x9d x8cichigan is trash same result every year xf0 x9f x98 x82
40,1066432456243458050,2018-11-24 20:44:45,we got this
41,1066420846384869376,2018-11-24 19:58:37,lets nfucking ngooooooo n xe2 x9d xa4 xef xb8 x8f xf0 x9f x8c xb0
42,1066406323233931266,2018-11-24 19:00:54,@la_chula97 oh haha upper arm sides thigh back all solid places that you can still hide so you can get a good j https://t.co/6yyhtkxhwm'
43,1066404976723939329,2018-11-24 18:55:33,@la_chula97 jamie wong hoe
44,1066398877845282818,2018-11-24 18:31:19,rt @ohiostatefb wide open n n xe2 x9c x88 xef xb8 x8f @dh_simba7 air xe2 x9d x8cail to @youngking_jd5 for six n n xf0 x9f x99 x8c touchdown buckeyes n n #gobucks #beatttun https://t.co/0lwq...'
45,1066398110233096192,2018-11-24 18:28:16,ahhhh xf0 x9f x98 x8d xf0 x9f x98 x8d fuck xe2 x9d x8cichigan hahaha
46,1066395309893402624,2018-11-24 18:17:09,rt @ohiostatefb didn't stop hi xe2 x9d x8c once not stopping hi xe2 x9d x8c this ti xe2 x9d x8ce either n n xf0 x9f x9a xa8 touchdown @chrisolave_ xf0 x9f x9a xa8 n n #gobucks #beatttun https://t.co/eope...
47,1066394502544482307,2018-11-24 18:13:56,wooooooh o-h baby
48,1066381885214007298,2018-11-24 17:23:48,rt @ohiostatefb on the board first n n @dh_simba7 n xe2 xac x87 xef xb8 x8f xe2 xac x87 xef xb8 x8f xe2 xac x87 xef xb8 x8f xe2 xac x87 xef xb8 x8f n @chrisolave_ n n #gobucks #beatttun https://t.co/zuolgf839m'
49,1066346967364710400,2018-11-24 15:05:03,rt @neverhitpuberty linkedin park
50,1066343160635379712,2018-11-24 14:49:55,rt @jaygalxby you're so cute xf0 x9f x98 x8d xf0 x9f x98 xa9 n nme https://t.co/yiyjo9iwku'
51,1066334318476345345,2018-11-24 14:14:47,biggest game of the year baby lets goooo
52,1066147153368748032,2018-11-24 01:51:04,rt @barstoolosu xe2 x9d x8cood https://t.co/wzsco3saef'
53,1066122131522666497,2018-11-24 00:11:38,so i have this big road trip planned for this summer and i just realized the pll will be premiering and going on du https://t.co/eeslp6ruaw'
54,1066117067252908032,2018-11-23 23:51:30,@justink154 haha good job
55,1066114238597484544,2018-11-23 23:40:16,i want to get a bottle of wine and sit on the beach
56,1066112253886414849,2018-11-23 23:32:23,rt @kemdizzzle yall remember when the macy's thanksgiving parade got fucking rick rolled https://t.co/mm8cftpqsb'
57,1066111378572931072,2018-11-23 23:28:54,@boymeetsweights bro it wasn't even a big deal i took one juul pod xf0 x9f x98 x82 xf0 x9f x98 xad
58,1066104348684558337,2018-11-23 23:00:58,every guy ever going to the bars house parties https://t.co/ovmx2zdz3z'
59,1066084518770208768,2018-11-23 21:42:10,i get hurt allll the time when i'm drunk https://t.co/gtet63ycj6'
60,1066067537501331457,2018-11-23 20:34:42,rt @venushoneyxoxo idk who needs to hear this right now but if you're going through a rough time right now xf0 x9d x98 xad xf0 x9d x98 xa6 xf0 x9d x98 xa2 xf0 x9d x98 xb7 xf0 x9d x98 xa6 xf0 x9d x98 xb6 xf0 x9d x98 xb3 xf0 x9d x98 xa9 xf0 x9d x98 xa2 xf0 x9d x98 xaa xf0 x9d x98 xb3 xf0 x9d x98 xa2 xf0 x9d x98 xad xf0 x9d x98 xb0 xf0 x9d x98 xaf xf0 x9d x98 xa6
61,1066002484408270848,2018-11-23 16:16:12,i will pay someone 5 to completely take out my right knee
62,1065883942790799361,2018-11-23 08:25:09,rt @mistaoowl mayonnaise mayhem https://t.co/lhv7pog6xm'
