,id,created_at,text
0,1056468415576190976,2018-10-28 08:51:13,what is wrong with people disgusting https://t.co/qad7zkrcrp'
1,1055088577070141445,2018-10-24 13:28:14,rt @airforce_carl how many more times n nyou cannot patch a wounded soul with a band-aid n nwe need to do more these men are he
2,1055081203571875841,2018-10-24 12:58:56,rt @airforce_carl understand that #ptsd is not a sign of weakness but a sign of strength you can't patch a wounded soul with a band-aid
3,1048537898402947073,2018-10-06 11:38:10,rt @historyinpics abandoned baby sleeping in desk drawer at los angeles police station 1971 https://t.co/cxiqggevnm'
4,1048518712456826880,2018-10-06 10:21:56,ohhh phewww i thought it was you i hope your mum will get well soon take care https://t.co/jgypfbwxx0'
5,1048515555605602306,2018-10-06 10:09:23,@catburton_uk @welshambulance @itvwales i hope that you are feeling better cat x
6,1048514684679335936,2018-10-06 10:05:55,@ptsd_uk @ptsd999 you are not alone i have been diagnosed with ptsd a year ago there is treatment for it there https://t.co/ijog6tnvwv'
7,1044744538961694720,2018-09-26 00:24:43,rt @airforce_carl a fractured skull for serving and protecting the public utter disgrace https://t.co/uke4zezc4x'
8,1044743375910576128,2018-09-26 00:20:05,@airforce_carl awwwww that is beautiful i wish nowadays that everybody would be like that one love for life
9,1044742350256443393,2018-09-26 00:16:01,@thespecialist4 don't worry it happens to all of us don't worry karma will work out its magic
10,1042513562101587969,2018-09-19 20:39:36,rt @uk_cops remembering pc fiona bone and pc nicola hughes gmp who died on this day in 2012 after being attacked when responding to a bu
11,1038653789794979843,2018-09-09 05:02:15,outrageous https://t.co/edll7bgwxd'
12,1035695106576277509,2018-09-01 01:05:30,rt @50bikecop 19 years ago today police motorcyclist pc raja bashrat ahmed was killed on his motorcycle when the driver of a stolen vehicl
13,1035694603096281088,2018-09-01 01:03:30,welcome back wayne https://t.co/s0pq4yzwrt'
14,1032738381653045249,2018-08-23 21:16:32,@bungiehelp in 4 years of playing destiny i have never had a problem and now keep being kicked out to start with ea https://t.co/rcqjszfmyz'
15,1032735791930372096,2018-08-23 21:06:14,@bungiehelp oh come on bungie now it is xc2 xab xc2 xa0monkey xc2 xa0 xc2 xbb error really
16,1032699397874835457,2018-08-23 18:41:37,@bungiehelp how long this emergency maintenance is going to last for give us an approximate time 2 hours 3 4 thanks bungie
17,1032689217602772997,2018-08-23 18:01:10,@bungiehelp noooooo i have got only today to finish my solstice on my hunter working until wednesday i have been https://t.co/9qqykv7mwy'
18,1032568921218600960,2018-08-23 10:03:09,@bamashan88 hey bama how are you how things with you and family have you managed to get to france x
19,1032564922905976832,2018-08-23 09:47:16,@airforce_carl sexy wow how much is this car love it
20,1020015801846386688,2018-07-19 18:41:32,@airforce_carl thank you xf0 x9f x98 x8a
21,1020007533627486214,2018-07-19 18:08:41,@airforce_carl wow that is a beautiful tattoo which tattooist is it where i have been looking for a very good https://t.co/qlpagdghcx'
22,1015867634716471297,2018-07-08 07:58:12,@bc9mvm hey mike i know long time no see how is life across the pond i am still in uk and still policing there https://t.co/av87hja4n2'
23,1015866779015446528,2018-07-08 07:54:48,@yogifive0 hey u long time no see i am back on twitter i am all good still policing in uk xf0 x9f x99 x83 still love my job though how r u
24,1015510314530549760,2018-07-07 08:18:20,#neverforget77 please remember the victims please retweet https://t.co/ybwc6ss66q'
25,1015489371192090624,2018-07-07 06:55:07,#neverforget77 please retweet https://t.co/dkktmhblvk'
26,1015482024457658368,2018-07-07 06:25:56,please remember them today n #neverforget77 https://t.co/u7jyftpiu4'
27,1007892339409477632,2018-06-16 07:47:14,rt @willisgaming destiny 2 how to get the best shotgun easy right now glitch https://t.co/wed9evrvoe via @youtube
28,997516948421447680,2018-05-18 16:39:08,@deej_bng please help i cannot convert resonate stem into override frequency glitch no square button to convert https://t.co/iyvlcbwd28'
29,997515477223124994,2018-05-18 16:33:17,@bungiehelp i need help i cannot convert my resonate stem into override frequency square button not there ps4 https://t.co/uio55vhuko'
30,997514579302285313,2018-05-18 16:29:43,hi bungie i cannot convert my resonate stem into overrride frequency the square button ps4 is not there anymore https://t.co/ukmx1wyro6'
31,964285637334532097,2018-02-15 23:49:46,@airforce_carl how come u r a handsome man
32,956301444633645056,2018-01-24 23:03:26,@bamashan88 @bravotv lovely pic of you and your son's graduation xf0 x9f x8e x93 well done to him i hope that you are well give me some news
33,956300776644554752,2018-01-24 23:00:47,@bamashan88 @bravotv hey bama how are you i am in australia on holiday for 4 weeks here are some pics https://t.co/q5pbgkmbck'
34,952093886922371072,2018-01-13 08:24:06,@qldpolice why have u stop taking uk officers i am a police officer in uk amp want to move to brisbane suburbs i w https://t.co/3y3rlsmxbz'
35,952092677507497985,2018-01-13 08:19:18,#beautiful noosa beach sunshine coast australia https://t.co/nc2f5c25bx'
36,952092244139372544,2018-01-13 08:17:34,rt @sandanack beautiful burleigh beach gold coast australia https://t.co/igxbcodrkm'
37,952091339444822017,2018-01-13 08:13:58,beautiful burleigh beach gold coast australia https://t.co/igxbcodrkm'
38,952090973462347777,2018-01-13 08:12:31,today burleigh beach gold coast australia #beautiful https://t.co/aximaqcqmt'
39,952090492480643072,2018-01-13 08:10:37,awww i love brisbane https://t.co/if6c6gxbbb'
40,952089550150488065,2018-01-13 08:06:52,@militarylad totally agree
41,952063137305382913,2018-01-13 06:21:55,@yogifive0 i am sending you lots of good energy from the uk thinking of you and your family in this hard time but keep positive
42,934052476621385728,2017-11-24 13:33:58,@qldambulance no words to describe this please retweet paramedics in qld australia granted last wish to a patie https://t.co/7wtgflrpqi'
43,926207111247355906,2017-11-02 21:59:18,@wentworth_uk boomer
44,919475299666071553,2017-10-15 08:09:29,@bungie 5 man callus https://t.co/fdlclrn2wo'
45,918189308321894402,2017-10-11 18:59:24,@bungiehelp i would like to know why no armour has been dropping in iron banner amp i am at already at package 7 thanks
46,907666423006330880,2017-09-12 18:05:13,@g1ft3d_s0ul @bungiehelp @bungie in uk it is 19 00 hrs so right now
47,902738251462660101,2017-08-30 03:42:25,@bamashan88 thank you awww so nice to hear from u oh no how r u and family i am doing ok xf0 x9f x91 x8c xf0 x9f x8f xbd
48,902735582362820609,2017-08-30 03:31:49,@bamashan88 heyyyyyyyyyy how are you bama xf0 x9f x98 x8a xf0 x9f x98 x8a xf0 x9f x98 x8a xf0 x9f x98 x8a
49,888802836154392576,2017-07-22 16:48:03,@countessluann please help thank you https://t.co/zllpoowiep'
50,888802419945197568,2017-07-22 16:46:24,@rubyrose please help thank you https://t.co/zllpoowiep'
51,887611299483537408,2017-07-19 09:53:19,@simonsugar please help thank you https://t.co/kxgx24l3sl'
52,887611142750830592,2017-07-19 09:52:42,@lord_sugar please help thank you https://t.co/kxgx24l3sl'
